name	has_participant_tsv	has_participant_json	participant_columns	has_phenotype_dir	has_mri	nb_subjects	raw	fmriprep	freesurfer	mriqc
ds002041	True	True	['participant_id', 'age', 'sex', 'yrs_edu', 'race_ethnicity', 'fmri_scan_date', 'pet_scan_date', 'scan_date_difference', 'fallypride_injected_dose_specific_activity', 'bmi', 'bis-11_attn_impuls', 'bis-11_motor_impuls', 'bis-11_nonplan_impuls', 'bis-11_attention', 'bis-11_motor', 'bis-11_self-control', 'bis-11_cog_complex', 'bis-11_perseverance', 'bis-11_cog_instability', 'neo-n_anxiety', 'neo-n_hostility', 'neo-n_depression', 'neo-n_self-conscious', 'neo-n_impulsive', 'neo-n_vuln-to-stress', 'kirby-short-prop-LL', 'kirby-long-prop-LL', 'upps_negative-urgency', 'upps_lack-premed', 'upps_lack-pers', 'upps_sens-seek', 'upps_positive-urgency', 'bisbas_bas-drive', 'bisbas_bas-fun-seeking', 'bisbas_bas-reward-respons', 'bisbas_bis', 'tpq-ns_exploratory_excit', 'tpq-ns_imp', 'tpq-ns_extravagance', 'tpq-ns_disorder', 'sss_tas', 'sss_es', 'sss_dis', 'sss_bs', 'sss_total', 'flanker_diff-rt-incong-cong', 'flanker_numwrong-cong', 'flanker_numwrong-incong', 'stroop_t-score-color', 'stroop_t-score-word', 'stroop_t-score-color-word', 'stroop_t-score-interference', 'cpt-ii_adhd-index', 'cpt-ii_omissions', 'cpt-ii_commissions', 'cpt-ii_hit-rt', 'cpt-ii_hit-se', 'cpt-ii_variability', 'cpt-ii_detectability', 'cpt-ii_response-style', 'cpt-ii_perseverations', 'cpt-ii_hit-rt-block-change', 'cpt-ii_hit-se-block-change', 'cpt-ii_hit-rt-isi-change', 'cpt-ii_hit-se-isi-change', 'tova_rt-var-first-half', 'tova_rt-var-second-half', 'tova_rt-var-total', 'tova_rt-first-half', 'tova_rt-second-half', 'tova_rt-total', 'tova_dprime-first-half', 'tova_dprime-second-half', 'tova_dprime-total', 'tova_commission-err-first-half', 'tova_commission-err-second-half', 'tova_commission-err-total', 'tova_omission-err-first-half', 'tova_omission-err-second-half', 'tova_omission-err-total', 'tova_adhd-score', 'panas-actual_hap', 'panas-actual_p', 'panas-actual_lap', 'panas-actual_la', 'panas-actual_lan', 'panas-actual_n', 'panas-actual_han', 'panas-actual_ha', 'panas-ideal_hap', 'panas-ideal_p', 'panas-ideal_lap', 'panas-ideal_la', 'panas-ideal_lan', 'panas-ideal_n', 'panas-ideal_han', 'panas-ideal_ha']	False	True	25	https://github.com/OpenNeuroDatasets/ds002041	n/a	n/a	n/a
ds002076	False	False	n/a	False	True	13	https://github.com/OpenNeuroDatasets/ds002076	n/a	n/a	n/a
ds002080	True	False	['participant_id', 'sex', 'age', 'tumor type & grade', 'tumor location', 'fmri TR', 'handedness', 'height (cm)(pre-op)', 'weight (kg)(pre-op)', 'STAI', 'PSWQ', 'ERQ reappraisal', 'ERQ suppression', 'ERQ processing', 'ERQ expression', 'Loneliness', 'Marital status', 'Education level (1-9)', 'Employment', 'Sport frequency (compared to pre-op)', 'Smoking (compared to pre-op)', 'Cafeine use (compared to pre-op)', 'Alcohol use (compared to pre-op)', 'MOT_latency_mean', 'MOT_latency_md', 'MOT_error_mean', 'RTI_simple_accuracy', 'RTI_simpleRT_mean', 'RTI_simpleRT_md', 'RTI_simpleRT_sd', 'RTI_simpleMT_mean', 'RTI_simpleMT_md', 'RTI_simpleMT_sd', 'RTI_five_accuracy', 'RTI_fiveMT', 'RTI_fiveRT', 'RTI_fiveRT_sd', 'RTI_fiveMT_mean', 'RTI_fiveMT_md', 'RTI_fiveMT_sd', 'RVP_A', 'RVP_probhit', 'RVP_falsealarms', 'RVP_latancy_mean', 'RVP_latency_md', 'SOC_prob_minmoves', 'SOC_meanmoves2', 'SOC_meanmoves3', 'SOC_meanmoves4', 'SOC_meanmoves5', 'SSP_spanlength']	False	True	29	https://github.com/OpenNeuroDatasets/ds002080	n/a	n/a	n/a
ds002087	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002087	n/a	n/a	n/a
ds002094	True	False	['participant_id']	False	False	20	https://github.com/OpenNeuroDatasets/ds002094	n/a	n/a	n/a
ds002105	True	True	['participant_id', 'sex', 'age', 'native_english', 'ses-rest']	False	True	24	https://github.com/OpenNeuroDatasets/ds002105	n/a	n/a	n/a
ds002116	True	True	['participant_id', 'age', 'sex', 'Participant_Scanned?', 'Run1_Eligibility', 'Run2_Eligibility', 'Run3_Eligibility', 'Run4_Eligibility', 'Run5_Eligibility', 'OverallEligibility', 'Reason_Participant_Removed?', 'Number_Good_Runs', 'Run1_Included?', 'Run2_Included?', 'Run3_Included?', 'Run4_Included?', 'Run5_Included?', 'Number_Runs_Included', 'Unnamed: 18']	False	True	57	https://github.com/OpenNeuroDatasets/ds002116	n/a	n/a	n/a
ds002134	True	True	['participant_id', 'session', 'genotype', 'virus', 'age', 'sex', 'Weight', 'Temperature', 'DOB', 'Surgery_date', 'Experiment_Date', 'run-1', 'run-2', 'run-3', 'run-4', 'Unnamed: 15']	False	True	31	https://github.com/OpenNeuroDatasets/ds002134	n/a	n/a	n/a
ds002149	True	False	['participant_id']	False	True	20	https://github.com/OpenNeuroDatasets/ds002149	n/a	n/a	n/a
ds002153	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002153	n/a	n/a	n/a
ds002154	True	True	['participant_id', 'session', 'gender', 'condition', 'weight', 'Experiment_Date']	False	True	24	https://github.com/OpenNeuroDatasets/ds002154	n/a	n/a	n/a
ds002155	False	False	n/a	False	True	20	https://github.com/OpenNeuroDatasets/ds002155	n/a	n/a	n/a
ds002156	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002156	n/a	n/a	n/a
ds002158	True	True	['participant_id', 'age', 'sex']	False	True	20	https://github.com/OpenNeuroDatasets/ds002158	https://github.com/OpenNeuroDatasets/ds002158/tree/main/derivatives/fmriprep	n/a	n/a
ds002165	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002165	n/a	n/a	n/a
ds002168	True	False	['participant_id', 'Age', 'Gender', 'Height_inches', 'Weight_lbs', 'BMI', 'Yrs_Education', 'GPA']	False	True	48	https://github.com/OpenNeuroDatasets/ds002168	n/a	n/a	n/a
ds002169	True	False	['participant_id', 'age', 'sex']	False	True	33	https://github.com/OpenNeuroDatasets/ds002169	n/a	n/a	n/a
ds002179	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002179	n/a	n/a	n/a
ds002181	True	False	['participant_id', 'age', 'sex']	False	False	226	https://github.com/OpenNeuroDatasets/ds002181	n/a	n/a	n/a
ds002185	True	True	['participant_id', 'age', 'sex', 'handedness ', 'group']	False	True	22	https://github.com/OpenNeuroDatasets/ds002185	n/a	n/a	n/a
ds002207	False	False	n/a	False	True	7	https://github.com/OpenNeuroDatasets/ds002207	n/a	n/a	n/a
ds002218	False	False	n/a	False	False	18	https://github.com/OpenNeuroDatasets/ds002218	n/a	n/a	n/a
ds002236	True	True	['participant_id', 'age', 'shifted_birthdate', 'sex', 'handedness', 'ethnicity', 'race']	True	True	91	https://github.com/OpenNeuroDatasets/ds002236	n/a	n/a	https://github.com/OpenNeuroDatasets/ds002236/tree/main/derivatives/mriqc
ds002237	False	False	n/a	False	True	16	https://github.com/OpenNeuroDatasets/ds002237	n/a	n/a	n/a
ds002241	False	False	n/a	False	True	31	https://github.com/OpenNeuroDatasets/ds002241	n/a	n/a	n/a
ds002242	True	False	['participant_id', 'sex', 'age']	False	True	35	https://github.com/OpenNeuroDatasets/ds002242	n/a	n/a	n/a
ds002250	True	False	['participant_id', 'sex', 'age']	False	True	20	https://github.com/OpenNeuroDatasets/ds002250	n/a	n/a	n/a
ds002270	True	True	['participant_id', 'age', 'sex']	False	True	19	https://github.com/OpenNeuroDatasets/ds002270	n/a	n/a	n/a
ds002274	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002274	n/a	n/a	n/a
ds002278	True	True	['participant_id', 'age', 'sex', 'group']	False	True	1	https://github.com/OpenNeuroDatasets/ds002278	n/a	n/a	n/a
ds002293	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002293	n/a	n/a	n/a
ds002294	False	False	n/a	False	True	40	https://github.com/OpenNeuroDatasets/ds002294	n/a	n/a	n/a
ds002295	False	False	n/a	False	True	7	https://github.com/OpenNeuroDatasets/ds002295	n/a	https://github.com/OpenNeuroDatasets/ds002295/tree/main/derivatives/freesurfer	n/a
ds002306	False	False	n/a	False	True	6	https://github.com/OpenNeuroDatasets/ds002306	n/a	n/a	n/a
ds002307	True	False	['participant_id', 'DOB ', 'rs-fMRI 1', 'rs-fMRI 2', 'rs-fMRI 3', 'rs-fMRI 4', 'rs-fMRI 5', 'rs-fMRI 6', 'rs-fMRI 7', 'excluded_rs-fMRI_sessions', 'dMRI']	False	True	19	https://github.com/OpenNeuroDatasets/ds002307	n/a	n/a	n/a
ds002311	False	False	n/a	False	True	23	https://github.com/OpenNeuroDatasets/ds002311	n/a	n/a	n/a
ds002316	False	False	n/a	False	True	36	https://github.com/OpenNeuroDatasets/ds002316	n/a	n/a	n/a
ds002320	False	False	n/a	False	True	82	https://github.com/OpenNeuroDatasets/ds002320	n/a	n/a	n/a
ds002322	True	True	['participant_id', 'age', 'sex', 'quiz_score', 'final_dB']	False	True	26	https://github.com/OpenNeuroDatasets/ds002322	n/a	n/a	n/a
ds002328	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002328	n/a	n/a	n/a
ds002330	True	False	['participant_id', 'age', 'sex', 'CBI_Overall', 'CAQ_Overall', 'CAQ_ArchitecturalDesign', 'CAQ_CreativeWriting', 'CAQ_CulinaryArts', 'CAQ_Dance', 'CAQ_Humor', 'CAQ_Inventions', 'CAQ_Music', 'CAQ_ScientificDiscovery', 'CAQ_TheaterAndFilm', 'CAQ_VisualArts', 'ATTA_VerbalCreativity', 'ATTA_VerbalRichnessAndColourfulnessOfImagery', 'ATTA_VerbalEmotions_Feelings', 'ATTA_VerbalFutureOrientation', 'ATTA_VerbalHumor_ConceptualIncongruity', 'ATTA_VerbalProvocativeQuestions', 'ATTA_VerbalOriginality', 'ATTA_VerbalFluency', 'ATTA_VisualOriginality', 'ATTA_VisualElaboration', 'ATTA_VisualFlexibility', 'ATTA_VisualOpenness', 'ATTA_VisualDiffPerspective', 'ATTA_VisualMvtOrSound', 'ATTA_VisualRichness', 'ATTA_VisualAbstractTitle', 'ATTA_VisualContext', 'ATTA_VisualSynthesis', 'ATTA_VisualInternalPerspective', 'ATTA_VisualEmotion', 'ATTA_VisualFantasy', 'ATTA_VisualAbstractDesign']	False	True	66	https://github.com/OpenNeuroDatasets/ds002330	n/a	n/a	n/a
ds002336	True	True	['participant_id', 'age', 'sex']	False	True	10	https://github.com/OpenNeuroDatasets/ds002336	n/a	n/a	n/a
ds002338	True	True	['participant_id', 'age', 'sex', 'feedback_type']	False	True	17	https://github.com/OpenNeuroDatasets/ds002338	n/a	n/a	n/a
ds002345	True	True	['participant_id', 'age', 'sex', 'task', 'condition', 'comprehension']	False	True	315	https://github.com/OpenNeuroDatasets/ds002345	n/a	n/a	n/a
ds002351	True	True	['participant_id', 'age', 'sex', 'tsa_rt', 'tsw_rt', 'rs_rt', 'tsa_error', 'tsw_error', 'rs_error']	False	True	25	https://github.com/OpenNeuroDatasets/ds002351	n/a	n/a	n/a
ds002355	False	False	n/a	False	True	29	https://github.com/OpenNeuroDatasets/ds002355	n/a	n/a	n/a
ds002358	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002358	n/a	n/a	n/a
ds002363	True	False	['participant_id', 'age', 'sex']	False	True	22	https://github.com/OpenNeuroDatasets/ds002363	n/a	n/a	n/a
ds002366	True	True	['participant_id', 'sex', 'age', 'rLEF', 'EF', 'Unnamed: 5', 'Unnamed: 6']	False	True	34	https://github.com/OpenNeuroDatasets/ds002366	n/a	n/a	n/a
ds002367	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002367	n/a	n/a	n/a
ds002372	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002372	n/a	n/a	n/a
ds002374	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002374	n/a	n/a	n/a
ds002380	False	False	n/a	False	True	143	https://github.com/OpenNeuroDatasets/ds002380	n/a	n/a	n/a
ds002382	True	False	['participant_id', 'age', 'sex']	False	True	61	https://github.com/OpenNeuroDatasets/ds002382	n/a	n/a	n/a
ds002393	True	True	['participant_id', 'sex', 'age', 'date_of_scan', 'institution_id', 'manufacturer', 'manufacturers_model_name']	False	True	19	https://github.com/OpenNeuroDatasets/ds002393	n/a	n/a	n/a
ds002411	True	True	['participant_id', 'sex', 'age', 'handedness', 'edinburgh_LQ', 'recruite_Criteria', 'atCoder_Rate', 'performance_Training', 'performance_MRI', 'performance_Subcategory']	False	True	29	https://github.com/OpenNeuroDatasets/ds002411	n/a	n/a	n/a
ds002419	True	True	['participant_id', 'group', 'age', 'gender', 'height', 'weight', 'BMI', 'bodyfat', 'ethnicity', 'education', 'insulin_change', 'ses-1_lcs_total', 'ses-1_lcs_days', 'ses-1_ssb_total', 'ses-1_ssb_days', 'ses-2_lcs_total', 'ses-2_lcs_days', 'ses-2_ssb_total', 'ses-2_ssb_days', 'ses-1_SPT', 'ses-2_SPT', 'ses-1_glucose_t-0', 'ses-1_glucose_t-15', 'ses-1_glucose_t-30', 'ses-1_glucose_t-60', 'ses-1_glucose_t-90', 'ses-1_glucose_t-120', 'ses-2_glucose_t-0', 'ses-2_glucose_t-15', 'ses-2_glucose_t-30', 'ses-2_glucose_t-60', 'ses-2_glucose_t-90', 'ses-2_glucose_t-120', 'ses-1_insulin_t-0', 'ses-1_insulin_t-15', 'ses-1_insulin_t-30', 'ses-1_insulin_t-60', 'ses-1_insulin_t-90', 'ses-1_insulin_t-120', 'ses-2_insulin_t-0', 'ses-2_insulin_t-15', 'ses-2_insulin_t-30', 'ses-2_insulin_t-30.1', 'ses-2_insulin_t-90', 'ses-2_insulin_t-120']	False	True	48	https://github.com/OpenNeuroDatasets/ds002419	n/a	n/a	n/a
ds002422	True	False	['participant_id', 'age', 'sex']	False	True	46	https://github.com/OpenNeuroDatasets/ds002422	n/a	n/a	n/a
ds002424	True	True	['participant_id', 'age_ses-T1', 'age_ses-T2', 'sex', 'handedness', 'ADHD_diagnosis', 'ADHD_medication', 'SLD_datetime', 'SLI_datetime', 'SSD_datetime', 'SSI_datetime', 'VLD_datetime', 'VLI_datetime', 'VSD_datetime', 'VSI_datetime', 'race', 'ethnicity']	True	True	79	https://github.com/OpenNeuroDatasets/ds002424	n/a	n/a	n/a
ds002513	False	False	n/a	False	True	65	https://github.com/OpenNeuroDatasets/ds002513	n/a	n/a	n/a
ds002522	True	True	['participant_id', 'group', 'age', 'sex']	False	True	48	https://github.com/OpenNeuroDatasets/ds002522	n/a	n/a	n/a
ds002543	True	True	['participant_id', 'sex', 'age']	False	True	49	https://github.com/OpenNeuroDatasets/ds002543	n/a	n/a	n/a
ds002547	True	True	['participant_id', 'sex', 'age', 'validation_session']	False	True	26	https://github.com/OpenNeuroDatasets/ds002547	https://github.com/OpenNeuroDatasets/ds002547/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds002547/tree/main/derivatives/freesurfer	https://github.com/OpenNeuroDatasets/ds002547/tree/main/derivatives/mriqc
ds002549	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002549	n/a	n/a	n/a
ds002550	True	True	['participant_id', 'sex']	False	True	22	https://github.com/OpenNeuroDatasets/ds002550	n/a	n/a	n/a
ds002551	True	True	['participant_id', 'gender', 'field', 'coil', 'breathing', 'sedation']	False	True	7	https://github.com/OpenNeuroDatasets/ds002551	n/a	n/a	n/a
ds002574	False	False	n/a	False	True	3	https://github.com/OpenNeuroDatasets/ds002574	n/a	n/a	n/a
ds002578	True	True	['participant_id', 'gender', 'participant_id.1', 'age']	False	True	2	https://github.com/OpenNeuroDatasets/ds002578	n/a	n/a	n/a
ds002596	False	False	n/a	False	True	19	https://github.com/OpenNeuroDatasets/ds002596	n/a	n/a	n/a
ds002602	False	False	n/a	False	True	56	https://github.com/OpenNeuroDatasets/ds002602	n/a	n/a	n/a
ds002603	True	False	['participant_id', 'age', 'sex']	False	True	23	https://github.com/OpenNeuroDatasets/ds002603	n/a	n/a	n/a
ds002606	True	False	['participant_id', 'acq_date', 'session_label']	False	True	10	https://github.com/OpenNeuroDatasets/ds002606	n/a	n/a	n/a
ds002608	False	False	n/a	False	True	41	https://github.com/OpenNeuroDatasets/ds002608	n/a	n/a	n/a
ds002609	False	False	n/a	False	True	49	https://github.com/OpenNeuroDatasets/ds002609	n/a	n/a	n/a
ds002614	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002614	n/a	n/a	n/a
ds002634	False	False	n/a	False	True	20	https://github.com/OpenNeuroDatasets/ds002634	n/a	n/a	n/a
ds002643	True	False	['participant_id', 'sex', 'age', 'height', 'weight']	False	True	80	https://github.com/OpenNeuroDatasets/ds002643	n/a	n/a	n/a
ds002647	True	True	['participant_id', 'handgrip_condition', 'hormone_group', 'age', 'sex', 'exclude']	False	True	91	https://github.com/OpenNeuroDatasets/ds002647	n/a	n/a	n/a
ds002655	True	False	['participant_id', 'sex', 'age']	False	True	35	https://github.com/OpenNeuroDatasets/ds002655	n/a	n/a	n/a
ds002672	False	False	n/a	False	True	5	https://github.com/OpenNeuroDatasets/ds002672	n/a	n/a	n/a
ds002674	True	False	['participant_id', 'session_id', 'poms_tension', 'poms_depression', 'poms_anger', 'poms_vigor', 'poms_fatigue', 'poms_confusion', 'psqi', 'state_anxiety', 'perceived_stress', 'total_calorie_intake']	False	True	1	https://github.com/OpenNeuroDatasets/ds002674	n/a	n/a	n/a
ds002675	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds002675	n/a	n/a	n/a
ds002680	True	True	['participant_id', 'gender']	False	False	14	https://github.com/OpenNeuroDatasets/ds002680	n/a	n/a	n/a
ds002683	True	False	['participant_id', 'age', 'sex', 'group']	False	True	30	https://github.com/OpenNeuroDatasets/ds002683	n/a	n/a	n/a
ds002684	True	False	['participant_id', 'age', 'sex', 'group']	False	True	4	https://github.com/OpenNeuroDatasets/ds002684	n/a	n/a	n/a
ds002685	True	False	['participant_id', 'age', 'sex', 'handedness score']	False	True	13	https://github.com/OpenNeuroDatasets/ds002685	n/a	n/a	n/a
ds002687	True	True	['participant_id', 'sex', 'race', 'ethnicity', 'age', 'SLD_datetime', 'SLI_datetime', 'SSD_datetime', 'SSI_datetime', 'VLD_datetime', 'VLI_datetime', 'VSD_datetime', 'VSI_datetime']	False	True	24	https://github.com/OpenNeuroDatasets/ds002687	n/a	n/a	n/a
ds002691	True	True	['participant_id', 'age', 'gender', 'NoveltySeeking', 'ExploratoryExcitability', 'Impulsiveness', 'Extravagance', 'Disorderliness', 'HarmAvoidance', 'AnticipatoryWorry', 'FearofUncertainty', 'Shyness', 'Fatigability', 'RewardDependence', 'Sentimentality', 'OpennesstoWarmCommunication', 'Attachment', 'Dependence', 'Persistence', 'EagernessofEffort', 'WorkHardened', 'Ambitiousness', 'Perfectionist', 'SelfDirectedness', 'Responsibility', 'Purposefulness', 'Resourcefulness', 'SelfAcceptance', 'EnlightenedSecondNature', 'Cooperativeness', 'SocialAcceptance', 'Empathy', 'Helpfulness', 'Compassion', 'PureHeartedness', 'SelfTranscendence', 'SelfForgetfulness', 'TranspersonalIdentification', 'SpiritualAcceptance']	False	False	20	https://github.com/OpenNeuroDatasets/ds002691	n/a	n/a	n/a
ds002702	True	True	['participant_id', 'sex']	False	True	11	https://github.com/OpenNeuroDatasets/ds002702	n/a	n/a	n/a
ds002711	True	False	['participant_id', 'sex', 'age']	False	True	15	https://github.com/OpenNeuroDatasets/ds002711	n/a	n/a	n/a
ds002712	True	False	['participant_id', 'age', 'sex', 'group']	False	True	25	https://github.com/OpenNeuroDatasets/ds002712	n/a	n/a	n/a
ds002715	False	False	n/a	False	True	8	https://github.com/OpenNeuroDatasets/ds002715	n/a	n/a	n/a
ds002717	True	True	['table1 codes,bids code,age,gender,group']	False	True	59	https://github.com/OpenNeuroDatasets/ds002717	n/a	n/a	n/a
ds002718	True	True	['participant_id', 'age', 'gender']	False	True	18	https://github.com/OpenNeuroDatasets/ds002718	n/a	n/a	n/a
ds002720	True	False	['participant_id', 'age', 'sex']	False	False	18	https://github.com/OpenNeuroDatasets/ds002720	n/a	n/a	n/a
ds002721	True	False	['participant_id', 'age', 'sex']	False	False	31	https://github.com/OpenNeuroDatasets/ds002721	n/a	n/a	n/a
ds002722	True	False	['participant_id', 'age', 'sex']	False	False	19	https://github.com/OpenNeuroDatasets/ds002722	n/a	n/a	n/a
ds002723	True	False	['participant_id', 'age', 'sex']	False	False	8	https://github.com/OpenNeuroDatasets/ds002723	n/a	n/a	n/a
ds002724	True	False	['participant_id', 'age', 'sex']	False	False	10	https://github.com/OpenNeuroDatasets/ds002724	n/a	n/a	n/a
ds002725	True	False	['participant_id', 'age', 'sex']	False	True	21	https://github.com/OpenNeuroDatasets/ds002725	n/a	n/a	n/a
ds002726	False	False	n/a	False	True	29	https://github.com/OpenNeuroDatasets/ds002726	n/a	n/a	n/a
ds002727	True	False	['participant_id', 'age', 'sex']	True	True	23	https://github.com/OpenNeuroDatasets/ds002727	n/a	n/a	n/a
ds002731	True	False	['participant_id', 'age', 'sex', 'group']	False	True	59	https://github.com/OpenNeuroDatasets/ds002731	n/a	n/a	n/a
ds002732	True	False	['participant_id', 'sex', 'age']	False	True	30	https://github.com/OpenNeuroDatasets/ds002732	n/a	n/a	n/a
ds002733	False	False	n/a	False	True	1	https://github.com/OpenNeuroDatasets/ds002733	n/a	n/a	n/a
ds002734	False	False	n/a	False	True	22	https://github.com/OpenNeuroDatasets/ds002734	n/a	n/a	n/a
ds002735	False	False	n/a	False	True	11	https://github.com/OpenNeuroDatasets/ds002735	n/a	n/a	n/a
ds002737	True	False	['participant_id', 'age', 'sex']	False	True	1	https://github.com/OpenNeuroDatasets/ds002737	n/a	n/a	n/a
ds002738	False	False	n/a	False	True	36	https://github.com/OpenNeuroDatasets/ds002738	n/a	n/a	n/a
ds002739	False	False	n/a	False	True	24	https://github.com/OpenNeuroDatasets/ds002739	n/a	n/a	n/a
ds002741	True	False	['participant_id', 'analysis_id', 'handedness']	False	True	30	https://github.com/OpenNeuroDatasets/ds002741	n/a	n/a	n/a
ds002743	True	False	['participant_id', 'age', 'sex']	False	True	3	https://github.com/OpenNeuroDatasets/ds002743	n/a	n/a	n/a
ds002748	True	True	['participant_id', 'age', 'gender', 'group', 'IQ_Raven', 'ICD-10', 'MADRS', 'Zung_SDS', 'BDI', 'HADS-anx', 'HADS-depr', 'MC-SDS', 'TAS-26', 'ECR-avoid', 'ECR-anx', 'RRS-sum', 'RRS-reflection', 'RRS-brooding', 'RRS-depr', 'Edinburgh']	False	True	72	https://github.com/OpenNeuroDatasets/ds002748	n/a	n/a	n/a
ds002749	True	False	['participant_id', 'age', 'sex', 'group']	False	True	29	https://github.com/OpenNeuroDatasets/ds002749	n/a	n/a	n/a
ds002750	True	False	['participant_id', 'sex', 'age']	False	True	3	https://github.com/OpenNeuroDatasets/ds002750	n/a	n/a	n/a
ds002761	False	False	n/a	False	False	25	https://github.com/OpenNeuroDatasets/ds002761	n/a	n/a	n/a
ds002766	False	False	n/a	False	True	3	https://github.com/OpenNeuroDatasets/ds002766	n/a	n/a	n/a
ds002770	False	False	n/a	False	True	86	https://github.com/OpenNeuroDatasets/ds002770	n/a	n/a	n/a
ds002773	True	False	['participant_id', 'age', 'sex', 'group']	False	True	19	https://github.com/OpenNeuroDatasets/ds002773	n/a	n/a	n/a
ds002776	True	True	['participant_id', 'age', 'sex', 'group']	False	True	26	https://github.com/OpenNeuroDatasets/ds002776	n/a	n/a	n/a
ds002778	True	True	['participant_id', 'age', 'gender', 'hand', 'MMSE', 'NAART', 'disease_duration', 'rl_deficits', 'notes']	False	False	31	https://github.com/OpenNeuroDatasets/ds002778	n/a	n/a	n/a
ds002785	True	True	['participant_id', 'age', 'sex', 'BMI', 'handedness', 'education_category', 'religious_now', 'raven_score', 'NEO_N', 'NEO_E', 'NEO_O', 'NEO_A', 'NEO_C']	False	True	216	https://github.com/OpenNeuroDatasets/ds002785	https://github.com/OpenNeuroDatasets/ds002785/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds002785/tree/main/derivatives/freesurfer	https://github.com/OpenNeuroDatasets/ds002785/tree/main/derivatives/mriqc
ds002790	True	True	['participant_id', 'age', 'sex', 'BMI', 'handedness', 'education_category', 'raven_score', 'NEO_N', 'NEO_E', 'NEO_O', 'NEO_A', 'NEO_C']	False	True	226	https://github.com/OpenNeuroDatasets/ds002790	https://github.com/OpenNeuroDatasets/ds002790/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds002790/tree/main/derivatives/freesurfer	https://github.com/OpenNeuroDatasets/ds002790/tree/main/derivatives/mriqc
ds002791	True	False	['participant_id', 'age', 'sex']	False	False	23	https://github.com/OpenNeuroDatasets/ds002791	n/a	n/a	n/a
ds002793	True	False	['participant_id', 'sex', 'age']	False	True	28	https://github.com/OpenNeuroDatasets/ds002793	n/a	n/a	n/a
ds002797	True	False	['participant_id', 'age', 'sex']	False	True	22	https://github.com/OpenNeuroDatasets/ds002797	n/a	n/a	n/a
ds002799	True	False	['participant_id', 'sex', 'age', 'handedness']	False	True	26	https://github.com/OpenNeuroDatasets/ds002799	https://github.com/OpenNeuroDatasets/ds002799/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDatasets/ds002799/tree/main/derivatives/freesurfer	n/a
ds002809	False	False	n/a	False	True	17	https://github.com/OpenNeuroDatasets/ds002809	n/a	n/a	n/a
ds002813	True	True	['participant_id', 'age', 'gender', 'inclusion', 'comment']	False	True	38	https://github.com/OpenNeuroDatasets/ds002813	n/a	n/a	n/a
ds002814	True	True	['participant_id', 'age', 'sex', 'group']	False	True	21	https://github.com/OpenNeuroDatasets/ds002814	n/a	n/a	n/a
ds002833	True	False	['participant_id', 'age', 'sex']	False	False	20	https://github.com/OpenNeuroDatasets/ds002833	n/a	n/a	n/a
ds002835	True	False	['participant_id', 'sex']	False	True	26	https://github.com/OpenNeuroDatasets/ds002835	n/a	n/a	n/a
ds002837	True	True	['participant_id', 'age', 'sex', 'task']	False	True	86	https://github.com/OpenNeuroDatasets/ds002837	n/a	n/a	https://github.com/OpenNeuroDatasets/ds002837/tree/main/derivatives/mriqc
ds002841	False	False	n/a	False	True	29	https://github.com/OpenNeuroDatasets/ds002841	n/a	n/a	n/a
ds002842	True	False	['participant_id', 'age', 'sex', 'speaker', 'L1', 'Where_learnt_German', 'How_long_learnt_German_years', 'From_which_age', 'Level', 'How_long_lived_inGerman_speaking_country_years', 'From_which_age_lived_inGerman_speaking_country']	True	True	22	https://github.com/OpenNeuroDatasets/ds002842	n/a	n/a	n/a
ds002843	True	True	['participant_id', 'sex', 'age', 'Shipley', 'condition', 'Education']	False	True	166	https://github.com/OpenNeuroDatasets/ds002843	n/a	n/a	n/a
ds002844	False	False	n/a	False	True	6	https://github.com/OpenNeuroDatasets/ds002844	n/a	n/a	n/a
ds002848	True	False	['participant_id', 'age', 'sex']	False	True	5	https://github.com/OpenNeuroDatasets/ds002848	n/a	n/a	n/a
ds002862	True	True	['participant_id', 'age', 'sex', 'group']	False	True	71	https://github.com/OpenNeuroDatasets/ds002862	n/a	n/a	n/a
ds002868	False	False	n/a	False	True	16	https://github.com/OpenNeuroDatasets/ds002868	n/a	n/a	n/a
